574
0 629 680
1 756 772
2 781 772
3 807 772
4 1010 899
5 1035 874
6 1090 921
7 1090 971
8 1090 997
9 1112 1001
10 1239 1102
11 1366 1001
12 1467 975
13 1598 997
14 1700 1149
15 1700 1175
16 1636 1226
17 1598 1251
18 1543 1306
19 1531 1229
20 1645 1306
21 1649 1378
22 1624 1429
23 1624 1454
24 1598 1505
25 1543 1509
26 1518 1433
27 1370 1505
28 1340 1509
29 1391 1433
30 1416 1306
31 1455 1280
32 1408 1226
33 1370 1251
34 1344 1251
35 1217 1353
36 1166 1353
37 1154 1276
38 1090 1314
39 1065 1327
40 1039 1353
41 1035 1306
42 1023 1280
43 883 1102
44 858 1064
45 811 1048
46 705 1001
47 633 921
48 633 997
49 654 1026
50 658 1048
51 658 1073
52 654 1102
53 756 1153
54 760 1175
55 861 1302
56 760 1276
57 658 1353
58 709 1530
59 735 1581
60 620 1683
61 658 1734
62 658 1784
63 608 1797
64 654 1890
65 705 1915
66 756 1915
67 756 1890
68 781 1890
69 836 1886
70 781 1839
71 756 1788
72 781 1763
73 807 1763
74 781 1712
75 756 1661
76 807 1661
77 832 1585
78 896 1420
79 959 1344
80 963 1403
81 963 1454
82 1010 1483
83 1035 1483
84 1137 1534
85 1137 1483
86 1213 1458
87 1268 1505
88 1268 1556
89 1315 1585
90 1366 1585
91 1370 1632
92 1344 1632
93 1344 1683
94 1319 1784
95 1141 1937
96 1039 1911
97 1010 1903
98 1061 1839
99 1112 1864
100 1112 1814
101 1188 1788
102 1213 1788
103 1239 1763
104 1213 1712
105 1239 1712
106 1213 1661
107 1166 1632
108 1192 1581
109 1166 1568
110 1061 1661
111 1039 1632
112 963 1708
113 938 1759
114 874 1784
115 883 1814
116 908 1814
117 959 1788
118 985 1788
119 985 1763
120 1014 1759
121 1014 1784
122 989 1835
123 938 1962
124 887 1949
125 861 1937
126 709 2064
127 595 2165
128 491 2214
129 514 2297
130 870 2042
131 912 2013
132 912 2064
133 997 2182
134 1035 2118
135 1035 2093
136 1086 2080
137 1099 2055
138 1112 2030
139 1141 2089
140 1188 2144
141 1264 2118
142 1289 2144
143 1353 2106
144 1302 2004
145 1391 2080
146 1442 2042
147 1467 2042
148 1493 2042
149 1522 2026
150 1518 2118
151 1569 2042
152 1569 1890
153 1594 1814
154 1573 1784
155 1522 1835
156 1496 1886
157 1471 1886
158 1446 1886
159 1493 1814
160 1467 1788
161 1493 1788
162 1518 1788
163 1543 1737
164 1594 1610
165 1763 1784
166 1700 1784
167 1645 1941
168 1721 1991
169 1772 1966
170 1797 1966
171 1836 1966
172 1861 1890
173 1886 1890
174 1848 1814
175 1874 1814
176 1899 1814
177 1950 1788
178 1975 1788
179 1975 1839
180 2001 1839
181 2051 1839
182 2051 1788
183 2026 1737
184 2077 1712
185 2128 1687
186 2204 1737
187 2204 1788
188 2382 1636
189 2445 1585
190 2483 1585
191 2525 1581
192 2474 1556
193 2449 1556
194 2386 1530
195 2360 1530
196 2382 1471
197 2360 1403
198 2335 1403
199 2293 1356
200 2331 1331
201 2297 1276
202 2246 1276
203 2195 1353
204 2157 1403
205 2157 1429
206 2208 1480
207 2081 1606
208 2030 1657
209 1954 1734
210 1903 1708
211 1827 1632
212 1776 1734
213 1772 1712
214 1747 1636
215 1772 1534
216 1772 1509
217 1747 1433
218 1696 1382
219 1772 1306
220 1772 1255
221 1759 1229
222 1899 1280
223 1924 1280
224 1950 1280
225 1966 1327
226 1941 1340
227 1928 1403
228 1903 1403
229 1878 1403
230 1903 1480
231 1966 1606
232 1937 1610
233 1975 1534
234 2026 1483
235 2005 1454
236 2051 1458
237 2128 1509
238 2128 1458
239 2081 1403
240 2005 1353
241 2077 1280
242 2140 1280
243 2191 1229
244 2229 1229
245 2255 1229
246 2293 1229
247 2356 1280
248 2356 1331
249 2407 1369
250 2509 1382
251 2521 1356
252 2534 1382
253 2585 1331
254 2813 1483
255 2851 1458
256 2792 1530
257 2766 1530
258 2737 1572
259 2763 1585
260 2792 1581
261 2678 1695
262 2665 1759
263 2737 1826
264 2788 1788
265 2868 1861
266 2915 1864
267 2944 1886
268 2995 1975
269 2894 1975
270 2817 1975
271 2728 1937
272 2728 1886
273 2652 1873
274 2623 1877
275 2614 1835
276 2585 1814
277 2589 1784
278 2538 1810
279 2513 1784
280 2386 1861
281 2259 1962
282 2220 1937
283 2182 1924
284 2005 1937
285 1979 2038
286 1954 2038
287 1916 2076
288 1852 2140
289 1827 2165
290 1814 2229
291 1874 2156
292 1950 2093
293 2001 2093
294 2051 2118
295 2081 2115
296 2081 2191
297 2153 2195
298 2229 2258
299 2331 2144
300 2309 2140
301 2259 2140
302 2233 2140
303 2208 2140
304 2144 2089
305 2166 2080
306 2229 2042
307 2255 2042
308 2356 2068
309 2436 2140
310 2382 2144
311 2407 2068
312 2432 2055
313 2432 2030
314 2436 2026
315 2483 2042
316 2509 2042
317 2563 2102
318 2538 2165
319 2585 2106
320 2661 2068
321 2661 2042
322 2703 2076
323 2661 2144
324 2686 2144
325 2716 2140
326 2813 2245
327 2813 2118
328 2843 2115
329 2902 2195
330 3017 2195
331 2979 2106
332 3017 2042
333 3042 2042
334 3055 2106
335 3080 2106
336 3131 2118
337 3194 2042
338 3220 2042
339 3220 2068
340 3258 2093
341 3224 2115
342 3433 2345
343 3516 2322
344 3360 1991
345 3410 1979
346 3398 1915
347 3436 1852
348 3401 1835
349 3360 1788
350 3398 1788
351 3398 1712
352 3372 1598
353 3398 1598
354 3423 1585
355 3423 1483
356 3376 1403
357 3351 1454
358 3300 1530
